From	To
ENSG00000105127	O43823
ENSG00000105135	A1L0T0
ENSG00000105135	E9PJS0
ENSG00000105135	E9PL44
ENSG00000105135	E9PNL1
ENSG00000105135	M0QZX5
ENSG00000105135	M0R026
ENSG00000105135	M0R1B5
ENSG00000105136	A0A087WXL4
ENSG00000105136	A6NNZ3
ENSG00000105136	E5RGL3
ENSG00000105136	E5RH62
ENSG00000105136	E5RHS2
ENSG00000105136	E5RHW2
ENSG00000105136	E5RHZ9
ENSG00000105136	E5RI89
ENSG00000105136	E5RIA3
ENSG00000105136	E5RJT6
ENSG00000105136	Q96HQ0
ENSG00000105137	M0QXZ8
ENSG00000105137	M0R101
ENSG00000105137	M0R3D3
ENSG00000105137	Q6ZW31
ENSG00000105143	E7EV13
ENSG00000105143	M0QY32
ENSG00000105143	M0R063
ENSG00000105143	M0R0B5
ENSG00000105143	M0R106
ENSG00000105143	M0R1V3
ENSG00000105143	M0R2V7
ENSG00000105143	P48664
ENSG00000105146	A0A0A0MSY3
ENSG00000105146	B4DXA6
ENSG00000105146	M0QX60
ENSG00000105146	M0QYK8
ENSG00000105146	Q5Y191
ENSG00000105146	Q9UQB9
ENSG00000105171	A0A0A0MQS4
ENSG00000105171	K7EK50
ENSG00000105171	K7EQV2
ENSG00000105171	K7ERD7
ENSG00000105171	K7ESH8
ENSG00000105171	O95707
ENSG00000105173	C9J2U0
ENSG00000105173	I3L1Q9
ENSG00000105173	I3L413
ENSG00000105173	P24864
ENSG00000105176	I3L0K5
ENSG00000105176	I3L104
ENSG00000105176	I3L130
ENSG00000105176	I3L280
ENSG00000105176	I3L2V7
ENSG00000105176	I3L467
ENSG00000105176	I3NI51
ENSG00000105176	K7EQZ9
ENSG00000105176	O94763
ENSG00000105185	K7EQA1
ENSG00000105185	K7ESJ4
ENSG00000105185	O14737
ENSG00000105185	Q3HM38
ENSG00000105185	X6R2P6
ENSG00000105186	K7EIH4
ENSG00000105186	K7EIN0
ENSG00000105186	K7ELM1
ENSG00000105186	K7ENE0
ENSG00000105186	K7EPM2
ENSG00000105186	Q96NW4
ENSG00000105186	V9GYL8
ENSG00000105193	M0QX76
ENSG00000105193	M0R1M5
ENSG00000105193	M0R210
ENSG00000105193	M0R3H0
ENSG00000105193	P62249
ENSG00000105193	Q6IPX4
ENSG00000105197	M0QXC3
ENSG00000105197	M0R003
ENSG00000105197	M0R047
ENSG00000105197	M0R0C3
ENSG00000105197	M0R1Y4
ENSG00000105197	M0R2D2
ENSG00000105197	M0R2F8
ENSG00000105197	M0R2Q2
ENSG00000105197	M0R2Z3
ENSG00000105197	M0R303
ENSG00000105197	Q3ZCQ8
ENSG00000105202	A0A0D9SFM2
ENSG00000105202	M0QXC9
ENSG00000105202	M0QXL5
ENSG00000105202	M0R0P1
ENSG00000105202	M0R1H0
ENSG00000105202	M0R299
ENSG00000105202	M0R2B0
ENSG00000105202	M0R2Q4
ENSG00000105202	M0R2U2
ENSG00000105202	P22087
ENSG00000105204	M0R131
ENSG00000105204	M0R2X3
ENSG00000105204	Q9Y463
ENSG00000105220	A0A0A0MTS2
ENSG00000105220	A0A0G2JLI6
ENSG00000105220	K7EIL4
ENSG00000105220	K7ELR7
ENSG00000105220	K7ENA0
ENSG00000105220	K7EP41
ENSG00000105220	K7EPY4
ENSG00000105220	K7EQ48
ENSG00000105220	K7ERC6
ENSG00000105220	K7ERK8
ENSG00000105220	P06744
ENSG00000105221	A0A0A0MRF1
ENSG00000105221	A0A1B0GXA2
ENSG00000105221	A8MX96
ENSG00000105221	C9J258
ENSG00000105221	C9JC83
ENSG00000105221	C9JHS6
ENSG00000105221	C9JIF6
ENSG00000105221	C9JIJ1
ENSG00000105221	E7EVP8
ENSG00000105221	J3KRI8
ENSG00000105221	J3KSY8
ENSG00000105221	J3KT31
ENSG00000105221	J3KTC6
ENSG00000105221	J3KTP4
ENSG00000105221	J3QKW1
ENSG00000105221	J3QL45
ENSG00000105221	J3QLS6
ENSG00000105221	M0QZK3
ENSG00000105221	M0QZW8
ENSG00000105221	M0R0P9
ENSG00000105221	M0R275
ENSG00000105221	M0R283
ENSG00000105221	P31751
ENSG00000105223	A0A0A0MS28
ENSG00000105223	E2QRG1
ENSG00000105223	M0QX50
ENSG00000105223	M0QX99
ENSG00000105223	M0QY94
ENSG00000105223	M0QYJ4
ENSG00000105223	M0QZK2
ENSG00000105223	M0R1F7
ENSG00000105223	M0R2E7
ENSG00000105223	M0R2W7
ENSG00000105223	M0R3G9
ENSG00000105223	Q8IV08
ENSG00000105227	Q9BXM0
ENSG00000105229	Q8N2W9
ENSG00000105245	A0A0C4DGH3
ENSG00000105245	M0QXQ4
ENSG00000105245	M0QYC2
ENSG00000105245	M0QZV7
ENSG00000105245	M0R0Q4
ENSG00000105245	Q9Y6R0
ENSG00000105248	M0R2S3
ENSG00000105248	Q9BW85
ENSG00000105251	M0QYZ4
ENSG00000105251	M0R1V9
ENSG00000105251	Q96IW2
ENSG00000105254	K7EK42
ENSG00000105254	K7EL99
ENSG00000105254	K7EP07
ENSG00000105254	K7EQH0
ENSG00000105254	K7ER04
ENSG00000105254	Q99426
ENSG00000105255	M0QY68
ENSG00000105255	M0R1R0
ENSG00000105255	M0R2F6
ENSG00000105255	M0R366
ENSG00000105255	Q9BTV5
ENSG00000105258	K7EK49
ENSG00000105258	K7EKS1
ENSG00000105258	K7ENX4
ENSG00000105258	P36954
ENSG00000105270	K7ESF3
ENSG00000105270	Q96DZ5
ENSG00000105278	K7EKD7
ENSG00000105278	K7EPY6
ENSG00000105278	K7EQC0
ENSG00000105278	Q9UPR6
ENSG00000105281	M0QX44
ENSG00000105281	M0QXM4
ENSG00000105281	M0R144
ENSG00000105281	Q15758
ENSG00000105287	B4DTS2
ENSG00000105287	M0QXC6
ENSG00000105287	M0QZ82
ENSG00000105287	M0QZC2
ENSG00000105287	M0R012
ENSG00000105287	M0R2Z8
ENSG00000105287	M0R346
ENSG00000105287	Q9BZL6
ENSG00000105290	B7Z4G8
ENSG00000105290	F5GZ08
ENSG00000105290	K7ELK0
ENSG00000105290	K7EMN4
ENSG00000105290	K7EMS1
ENSG00000105290	K7EQJ4
ENSG00000105290	P51693
ENSG00000105290	S4R3U6
ENSG00000105298	K7EIU6
ENSG00000105298	K7EMQ0
ENSG00000105298	K7ENY9
ENSG00000105298	K7EQE3
ENSG00000105298	Q8WUQ7
ENSG00000105321	M0QYB4
ENSG00000105321	M0QZR0
ENSG00000105321	M0R2W0
ENSG00000105321	Q9Y3X0
ENSG00000105323	A0A087X1I2
ENSG00000105323	A0A0A0MRA5
ENSG00000105323	B7Z4B8
ENSG00000105323	M0QYG9
ENSG00000105323	M0QYI8
ENSG00000105323	M0QYM5
ENSG00000105323	M0QYZ0
ENSG00000105323	M0QZV6
ENSG00000105323	M0R0K8
ENSG00000105323	M0R203
ENSG00000105323	M0R247
ENSG00000105323	M0R3F1
ENSG00000105323	Q9BUJ2
ENSG00000105325	K7EQT1
ENSG00000105325	Q9UM11
ENSG00000105329	M0R2S0
ENSG00000105329	P01137
ENSG00000105339	A2RUS2
ENSG00000105339	B3KRG7
ENSG00000105339	E5RH95
ENSG00000105339	E5RHH2
ENSG00000105339	E5RI43
ENSG00000105339	E5RIR7
ENSG00000105339	E5RJ42
ENSG00000105339	E9PF32
ENSG00000105339	H0YAW2
ENSG00000105339	H0YAY3
ENSG00000105339	H0YBH5
ENSG00000105339	H0YBK9
ENSG00000105341	B4DFT4
ENSG00000105341	K7EIV4
ENSG00000105341	K7ESN5
ENSG00000105341	M0QX81
ENSG00000105341	M0QZC4
ENSG00000105341	M0QZP7
ENSG00000105341	M0R078
ENSG00000105341	Q9NW81
ENSG00000105355	K7EJD0
ENSG00000105355	K7EL96
ENSG00000105355	K7ER39
ENSG00000105355	K7ERZ3
ENSG00000105355	O60664
ENSG00000105357	A0A0C4DFM8
ENSG00000105357	A1L2Z2
ENSG00000105357	M0QY43
ENSG00000105357	Q7Z406
ENSG00000105364	K7EJ73
ENSG00000105364	K7EKI4
ENSG00000105364	K7ELF1
ENSG00000105364	K7ELQ0
ENSG00000105364	K7ES61
ENSG00000105364	Q9BYD3
ENSG00000105364	X6RAY8
ENSG00000105366	C9JT30
ENSG00000105366	Q9NYZ4
ENSG00000105372	A0A075B6E2
ENSG00000105372	M0QXK4
ENSG00000105372	M0QYF7
ENSG00000105372	M0R140
ENSG00000105372	M0R2L9
ENSG00000105372	P39019
ENSG00000105373	M0QX73
ENSG00000105373	M0QYZ9
ENSG00000105373	M0QZ34
ENSG00000105373	M0QZU5
ENSG00000105373	Q9NZM5
ENSG00000105376	K7EIL3
ENSG00000105376	Q9UMF0
ENSG00000105379	M0QY67
ENSG00000105379	P38117
ENSG00000105393	J3KQS6
ENSG00000105393	M0QXG9
ENSG00000105393	M0QYV1
ENSG00000105393	M0QZ44
ENSG00000105393	M0R0I0
ENSG00000105393	M0R193
ENSG00000105393	M0R2A4
ENSG00000105393	M0R2I2
ENSG00000105393	M0R2K3
ENSG00000105393	M0R3F4
ENSG00000105393	M0R3H9
ENSG00000105393	Q9NWV8
ENSG00000105397	E9PM19
ENSG00000105397	E9PPF2
ENSG00000105397	E9PQE9
ENSG00000105397	E9PQL2
ENSG00000105397	H0YCT7
ENSG00000105397	H0YE24
ENSG00000105397	H0YE41
ENSG00000105397	K7EJR6
ENSG00000105397	K7EM33
ENSG00000105397	P29597
ENSG00000105401	K7EIU0
ENSG00000105401	K7EJ06
ENSG00000105401	K7EKQ2
ENSG00000105401	K7EL68
ENSG00000105401	K7EQA9
ENSG00000105401	Q16543
ENSG00000105402	M0QZM9
ENSG00000105402	M0QZN5
ENSG00000105402	M0R027
ENSG00000105402	M0R031
ENSG00000105402	M0R058
ENSG00000105402	M0R0I4
ENSG00000105402	M0R0Y2
ENSG00000105402	M0R213
ENSG00000105402	M0R2M1
ENSG00000105402	P54920
ENSG00000105404	M0QXH1
ENSG00000105404	M0QXU8
ENSG00000105404	M0R1H9
ENSG00000105404	M0R3D4
ENSG00000105404	Q9UI14
ENSG00000105409	A0A0A0MT26
ENSG00000105409	M0QXF2
ENSG00000105409	M0R116
ENSG00000105409	P13637
ENSG00000105419	H0YLL0
ENSG00000105419	H0YMV2
ENSG00000105419	H0YNA8
ENSG00000105419	H3BLU4
ENSG00000105419	Q99687
ENSG00000105419	U3KQJ9
ENSG00000105419	U3KQV2
ENSG00000105426	G8JL96
ENSG00000105426	K7ERX4
ENSG00000105426	K7ESP0
ENSG00000105426	Q13332
ENSG00000105426	Q8NHS7
ENSG00000105429	F5GZG7
ENSG00000105429	M0QZL2
ENSG00000105429	M0R0Q0
ENSG00000105429	Q7Z7M0
ENSG00000105438	M0R1Y2
ENSG00000105438	P24390
ENSG00000105443	A0A0D9SFG6
ENSG00000105443	F8W8E2
ENSG00000105443	G5E9B7
ENSG00000105443	M0R2J0
ENSG00000105443	Q8WYS2
ENSG00000105443	Q99418
ENSG00000105447	M0QX71
ENSG00000105447	Q9BQ67
ENSG00000105464	O15399
ENSG00000105472	M0R081
ENSG00000105472	Q9Y240
ENSG00000105472	V9H0X6
ENSG00000105483	E5RFI5
ENSG00000105483	E5RFV9
ENSG00000105483	E5RGC9
ENSG00000105483	E5RGG3
ENSG00000105483	E5RHJ3
ENSG00000105483	E5RHZ3
ENSG00000105483	E5RIN1
ENSG00000105483	E5RJG3
ENSG00000105483	F8W6F7
ENSG00000105483	H0YB90
ENSG00000105483	H0YBW7
ENSG00000105483	Q9Y2G2
ENSG00000105486	B4E135
ENSG00000105486	F5GZ28
ENSG00000105486	M0QY71
ENSG00000105486	M0R0Q7
ENSG00000105486	M0R1G7
ENSG00000105486	M0R1S4
ENSG00000105486	M0R254
ENSG00000105486	P18858
ENSG00000105497	F5GZI7
ENSG00000105497	G3V1K8
ENSG00000105497	M0R013
ENSG00000105497	Q9Y473
ENSG00000105499	M0QX83
ENSG00000105499	M0QY18
ENSG00000105499	M0QZB1
ENSG00000105499	M0R0F6
ENSG00000105499	M0R0M8
ENSG00000105499	M0R1B4
ENSG00000105499	M0R339
ENSG00000105499	M0R3I9
ENSG00000105499	Q9UP65
ENSG00000105509	G3V1S7
ENSG00000105509	M0QXH4
ENSG00000105509	M0R1L3
ENSG00000105509	M0R2V0
ENSG00000105509	Q92839
ENSG00000105514	O95716
ENSG00000105516	M0QXP1
ENSG00000105516	M0QXW3
ENSG00000105516	Q10586
ENSG00000105518	K7EJQ9
ENSG00000105518	K7ELQ9
ENSG00000105518	K7EM09
ENSG00000105518	K7EMV9
ENSG00000105518	K7EPR0
ENSG00000105518	K7ER05
ENSG00000105518	Q6UW68
ENSG00000105519	A0A0X1KG78
ENSG00000105519	K7EL21
ENSG00000105519	K7ES72
ENSG00000105519	Q13938
ENSG00000105520	K7EMX8
ENSG00000105520	K7EQF7
ENSG00000105520	Q96GM1
ENSG00000105538	M0R148
ENSG00000105538	Q5U651
ENSG00000105552	B3KSI3
ENSG00000105552	M0QXF9
ENSG00000105552	M0QZ10
ENSG00000105552	M0QZP4
ENSG00000105552	M0R2K7
ENSG00000105552	O15382
ENSG00000105556	A0A087WZA4
ENSG00000105556	A0A1B0GUC1
ENSG00000105556	Q8N344
ENSG00000105559	M0QXD9
ENSG00000105559	M0QXJ3
ENSG00000105559	M0R0J1
ENSG00000105559	M0R0V1
ENSG00000105559	M0R2K5
ENSG00000105559	Q9H4M7
ENSG00000105568	B3KQV6
ENSG00000105568	C9J9C1
ENSG00000105568	E9PH38
ENSG00000105568	M0QXG4
ENSG00000105568	M0R0K6
ENSG00000105568	P30153
ENSG00000105576	A0A075B780
ENSG00000105576	K7ELC3
ENSG00000105576	K7EMA3
ENSG00000105576	K7ENW1
ENSG00000105576	K7ESC1
ENSG00000105576	K7ESG1
ENSG00000105576	K7ESJ3
ENSG00000105576	O14787
ENSG00000105583	A0A0A0MQS5
ENSG00000105583	M0R1D5
ENSG00000105583	Q9Y284
ENSG00000105605	A0A0C4DFY2
ENSG00000105605	P62955
ENSG00000105607	K7EKH1
ENSG00000105607	K7EKT3
ENSG00000105607	K7EQ99
ENSG00000105607	K7ER63
ENSG00000105607	K7ERX1
ENSG00000105607	K7ES74
ENSG00000105607	K7ESA6
ENSG00000105607	Q92947
ENSG00000105612	K7ENE5
ENSG00000105612	O00115
ENSG00000105613	K7EJI7
ENSG00000105613	K7EJZ9
ENSG00000105613	K7EME4
ENSG00000105613	Q9Y2H9
ENSG00000105617	Q96BZ8
ENSG00000105618	E7EN72
ENSG00000105618	E7ESX0
ENSG00000105618	E7EU94
ENSG00000105618	E7EVX8
ENSG00000105618	Q8WWY3
ENSG00000105619	A8MTQ3
ENSG00000105619	F8WDC1
ENSG00000105619	G5E9B5
ENSG00000105619	P0C1Z6
ENSG00000105639	P52333
ENSG00000105640	M0R0P7
ENSG00000105640	M0R117
ENSG00000105640	M0R1A7
ENSG00000105640	M0R3D6
ENSG00000105640	Q02543
ENSG00000105641	Q92911
ENSG00000105642	A0A087X2E7
ENSG00000105642	Q92952
ENSG00000105642	V9GYV2
ENSG00000105643	Q8TBH0
ENSG00000105643	V9GYU7
ENSG00000105649	M0R257
ENSG00000105649	P20336
ENSG00000105649	S4R3Q3
ENSG00000105655	J3KRH4
ENSG00000105655	J3QKW9
ENSG00000105655	J3QLD7
ENSG00000105655	J3QRH1
ENSG00000105655	J3QRY0
ENSG00000105655	J3QS51
ENSG00000105655	Q9NPH2
ENSG00000105656	P55199
ENSG00000105656	U3KQ90
ENSG00000105656	U3KQA3
ENSG00000105662	M0QX46
ENSG00000105662	M0QXN6
ENSG00000105662	Q6UUV9
ENSG00000105669	M0QXB4
ENSG00000105669	M0R061
ENSG00000105669	O14579
ENSG00000105671	M0QXD4
ENSG00000105671	M0QZC0
ENSG00000105671	M0R0K1
ENSG00000105671	M0R1S3
ENSG00000105671	Q9Y6V7
ENSG00000105676	B4E1N1
ENSG00000105676	F5GWV0
ENSG00000105676	F5GYY4
ENSG00000105676	F5GZP0
ENSG00000105676	F5H052
ENSG00000105676	F5H2K4
ENSG00000105676	F5H2X2
ENSG00000105676	F5H3X1
ENSG00000105676	F5H3Y9
ENSG00000105676	F5H4H6
ENSG00000105676	F5H4P3
ENSG00000105676	F5H6J3
ENSG00000105676	F5H7V0
ENSG00000105676	H0YGL0
ENSG00000105676	H0YGQ5
ENSG00000105676	H0YH65
ENSG00000105676	Q6NXE6
ENSG00000105677	A8MU21
ENSG00000105677	K7ELX3
ENSG00000105677	Q9BVK8
ENSG00000105695	M0QZU4
ENSG00000105695	M0R3B9
ENSG00000105695	M0R3I4
ENSG00000105695	P20916
ENSG00000105696	M0R134
ENSG00000105696	Q9UK28
ENSG00000105697	P81172
ENSG00000105698	B4DLJ1
ENSG00000105698	M0QXT0
ENSG00000105698	M0QY46
ENSG00000105698	M0QYU7
ENSG00000105698	M0QZ39
ENSG00000105698	M0R1C6
ENSG00000105698	Q15853
ENSG00000105698	V9GYR5
ENSG00000105699	M0QZL9
ENSG00000105699	M0R0W1
ENSG00000105699	M0R1W9
ENSG00000105699	Q86X29
ENSG00000105699	S4R3V8
ENSG00000105700	M0QX74
ENSG00000105700	M0QXN9
ENSG00000105700	M0QXP3
ENSG00000105700	M0QY77
ENSG00000105700	M0R0B4
ENSG00000105700	M0R228
ENSG00000105700	M0R2G3
ENSG00000105700	Q9BQD3
ENSG00000105701	A0A0A0MTJ1
ENSG00000105701	M0R1Q0
ENSG00000105701	M0R1S6
ENSG00000105701	M0R2K9
ENSG00000105701	M0R2Q6
ENSG00000105701	M0R304
ENSG00000105701	Q14318
ENSG00000105701	U3KQ64
ENSG00000105701	U3KQI1
ENSG00000105701	V9GZ05
ENSG00000105705	B4DVK3
ENSG00000105705	K7ELR6
ENSG00000105705	K7EM86
ENSG00000105705	K7ES12
ENSG00000105705	K7ESM0
ENSG00000105705	Q8IWZ8
ENSG00000105705	V9GZ08
ENSG00000105707	M0QZ63
ENSG00000105707	M0R244
ENSG00000105707	P05981
ENSG00000105708	P17017
ENSG00000105711	B4DI92
ENSG00000105711	Q07699
ENSG00000105722	M0QX79
ENSG00000105722	M0QXN0
ENSG00000105722	P50548
ENSG00000105723	A8MT37
ENSG00000105723	P49840
ENSG00000105726	H7C3H2
ENSG00000105726	Q9HD20
ENSG00000105732	A0A0C4DFM2
ENSG00000105732	M0R133
ENSG00000105732	Q6ZN55
ENSG00000105737	M0QXF6
ENSG00000105737	Q16478
ENSG00000105738	M0QX89
ENSG00000105738	M0R2Q7
ENSG00000105738	O60292
ENSG00000105750	M0QXL2
ENSG00000105750	M0QY93
ENSG00000105750	M0QZ75
ENSG00000105750	M0QZN6
ENSG00000105750	M0R0J7
ENSG00000105750	M0R0V3
ENSG00000105750	M0R120
ENSG00000105750	M0R1W3
ENSG00000105750	M0R385
ENSG00000105750	Q03923
ENSG00000105750	Q96HE0
ENSG00000105755	M0QX80
ENSG00000105755	M0QXB5
ENSG00000105755	M0QY80
ENSG00000105755	O95571
ENSG00000105767	Q8NFZ8
ENSG00000105771	M0QX70
ENSG00000105771	M0QYR7
ENSG00000105771	M0QZC7
ENSG00000105771	M0QZH1
ENSG00000105771	M0R0U0
ENSG00000105771	M0R2N0
ENSG00000105771	Q9H0W8
ENSG00000105778	B8ZZW5
ENSG00000105778	H7C0I1
ENSG00000105778	Q8NBF6
ENSG00000105784	Q96NL0
ENSG00000105792	A5D8W1
ENSG00000105792	F8WBX7
ENSG00000105792	H7BZV2
ENSG00000105792	H7C002
ENSG00000105792	H7C076
ENSG00000105792	H7C3Z7
ENSG00000105792	H7C468
ENSG00000105793	A4D1E9
ENSG00000105793	C9J8R7
ENSG00000105793	C9JEQ8
ENSG00000105793	C9JNI1
ENSG00000105793	F8WBB5
ENSG00000105793	F8WBY0
ENSG00000105793	F8WCN4
ENSG00000105808	A0A087WUJ9
ENSG00000105808	E5RGQ8
ENSG00000105808	E5RID2
ENSG00000105808	E5RK78
ENSG00000105808	E7ERK1
ENSG00000105808	H0YB35
ENSG00000105808	H0YBU2
ENSG00000105808	O43374
ENSG00000105810	Q00534
ENSG00000105819	F8WAZ6
ENSG00000105819	F8WBE1
ENSG00000105819	F8WEA6
ENSG00000105819	F8WEC8
ENSG00000105819	G3V0E4
ENSG00000105819	O75439
ENSG00000105821	C9IZ83
ENSG00000105821	F2Z3H0
ENSG00000105821	F2Z3N9
ENSG00000105821	H7C3L7
ENSG00000105821	Q99543
ENSG00000105829	C9JTT8
ENSG00000105829	H7C1N3
ENSG00000105829	O15155
ENSG00000105829	Q68DU7
ENSG00000105835	A0A0C4DFS8
ENSG00000105835	C9JF35
ENSG00000105835	C9JG65
ENSG00000105835	P43490
ENSG00000105849	Q3B726
ENSG00000105854	A0A0J9YVW3
ENSG00000105854	A0A0J9YXF2
ENSG00000105854	A0A0J9YXM1
ENSG00000105854	A0A0J9YXU7
ENSG00000105854	A0A0J9YYF0
ENSG00000105854	A0A0J9YYF3
ENSG00000105854	A0A0J9YYG4
ENSG00000105854	A0A0J9YYJ1
ENSG00000105854	G3XAK4
ENSG00000105854	J3QT77
ENSG00000105854	Q15165
ENSG00000105855	P26012
ENSG00000105856	C9J5U3
ENSG00000105856	C9J8V6
ENSG00000105856	C9JAW1
ENSG00000105856	C9JPK6
ENSG00000105856	C9JQU7
ENSG00000105856	H7C4S2
ENSG00000105856	H7C574
ENSG00000105856	O60381
ENSG00000105856	U3KQE5
ENSG00000105865	F2Z2E4
ENSG00000105865	F8WEL2
ENSG00000105865	F8WFE3
ENSG00000105865	O95620
ENSG00000105866	C9JUS7
ENSG00000105866	F8WB93
ENSG00000105866	Q02446
ENSG00000105875	A4D1P6
ENSG00000105875	C9J1X0
ENSG00000105879	C9J2P9
ENSG00000105879	C9K074
ENSG00000105879	F8WEM5
ENSG00000105879	Q75N03
ENSG00000105880	P56178
ENSG00000105887	C9JL85
ENSG00000105887	P58546
ENSG00000105889	C9JE84
ENSG00000105889	C9JL51
ENSG00000105889	Q6NZ63
ENSG00000105894	C9JR52
ENSG00000105894	P21246
ENSG00000105926	B8ZZG1
ENSG00000105926	C9J4Q3
ENSG00000105926	C9JGI8
ENSG00000105926	F8WCD2
ENSG00000105926	Q9NZW5
ENSG00000105926	R4GNA8
ENSG00000105928	C9JSR4
ENSG00000105928	H7BZJ0
ENSG00000105928	H7C0L2
ENSG00000105928	H7C147
ENSG00000105928	H7C3W1
ENSG00000105928	O60443
ENSG00000105939	C9J6P4
ENSG00000105939	H7C5K1
ENSG00000105939	Q7Z2W4
ENSG00000105948	A0AVF1
ENSG00000105948	B7Z2T3
ENSG00000105948	B7Z6R6
ENSG00000105948	F8WEZ4
ENSG00000105948	Q96CU4
ENSG00000105953	A0A0D9SFS3
ENSG00000105953	C9J4G7
ENSG00000105953	E9PCR7
ENSG00000105953	E9PDF2
ENSG00000105953	E9PFG7
ENSG00000105953	Q02218
ENSG00000105963	A0A087WTN6
ENSG00000105963	C9JN36
ENSG00000105963	H0Y7Q1
ENSG00000105963	H7BZT6
ENSG00000105963	H7C264
ENSG00000105963	H7C324
ENSG00000105963	H7C4B3
ENSG00000105963	O75689
ENSG00000105968	C9J0D1
ENSG00000105968	C9J386
ENSG00000105968	E5RJU1
ENSG00000105968	Q71UI9
ENSG00000105971	E9PCT3
ENSG00000105971	P51636
ENSG00000105974	C9JKI3
ENSG00000105974	E9PCT5
ENSG00000105974	F8WDM7
ENSG00000105974	Q03135
ENSG00000105976	C9JKM5
ENSG00000105976	H7C130
ENSG00000105976	H7C174
ENSG00000105976	P08581
ENSG00000105982	C9JXI4
ENSG00000105982	E9PES2
ENSG00000105982	G5E940
ENSG00000105982	Q9H0A6
ENSG00000105983	F2Z2Z3
ENSG00000105983	F8WB14
ENSG00000105983	F8WCL1
ENSG00000105983	F8WDW0
ENSG00000105983	F8WEK4
ENSG00000105983	F8WEN8
ENSG00000105983	H0Y6V6
ENSG00000105983	H7C1Y4
ENSG00000105983	Q8NDP7
ENSG00000105983	Q8WVP7
ENSG00000105993	A0A0J9YX62
ENSG00000105993	C9J2C4
ENSG00000105993	C9J2P2
ENSG00000105993	C9JB42
ENSG00000105993	C9JDR7
ENSG00000105993	C9JDX6
ENSG00000105993	C9JN01
ENSG00000105993	E9PH18
ENSG00000105993	F8WCZ4
ENSG00000105993	O75190
ENSG00000106003	A0A087X191
ENSG00000106003	Q8NES3
ENSG00000106009	F8WDN5
ENSG00000106009	Q6PJG6
ENSG00000106012	A0A087WX19
ENSG00000106012	A0A087WX45
ENSG00000106012	C9J5R6
ENSG00000106012	C9JE72
ENSG00000106012	C9JP75
ENSG00000106012	H7C427
ENSG00000106012	Q6IPM2
ENSG00000106012	X5D7Y5
ENSG00000106025	C9IZ82
ENSG00000106025	C9J9U1
ENSG00000106025	C9JC05
ENSG00000106025	C9JQM0
ENSG00000106025	H7C0X9
ENSG00000106025	O95859
ENSG00000106028	C9J8J0
ENSG00000106028	C9K0U8
ENSG00000106028	E7EUY5
ENSG00000106028	Q04837
ENSG00000106034	A4D0V7
ENSG00000106034	E7ENG7
ENSG00000106034	E9PCC8
ENSG00000106034	G5E9U2
ENSG00000106034	H0YB19
ENSG00000106034	Q5MJQ4
ENSG00000106049	F8WET2
ENSG00000106049	H7BZL2
ENSG00000106049	P31937
ENSG00000106052	B8ZZD4
ENSG00000106052	C9J7J4
ENSG00000106052	C9JBZ7
ENSG00000106052	F8WBU9
ENSG00000106052	H7C3L5
ENSG00000106052	Q86VP1
ENSG00000106052	V9GZ06
ENSG00000106066	C9J6L4
ENSG00000106066	C9JI22
ENSG00000106066	C9JLV0
ENSG00000106066	C9JVI2
ENSG00000106066	C9JZ94
ENSG00000106066	H7C0X5
ENSG00000106066	H7C218
ENSG00000106066	Q9H3G5
ENSG00000106069	A0A0A0MTI3
ENSG00000106069	B3VCF4
ENSG00000106069	B3VCF5
ENSG00000106069	B3VCF6
ENSG00000106069	B3VCG2
ENSG00000106069	B3VCG4
ENSG00000106069	B3VCG5
ENSG00000106069	B8ZZU1
ENSG00000106069	C9JQ94
ENSG00000106069	H0YG02
ENSG00000106069	H7C0V3
ENSG00000106069	H7C138
ENSG00000106069	J3KSU2
ENSG00000106069	P52757
ENSG00000106070	C9JTW6
ENSG00000106070	H7C3B9
ENSG00000106070	Q13322
ENSG00000106077	C9J7Q4
ENSG00000106077	H0YC52
ENSG00000106077	H7BZ58
ENSG00000106077	H7C396
ENSG00000106077	Q8NFV4
ENSG00000106078	A0A0J9YWK3
ENSG00000106078	C9J9X1
ENSG00000106078	H7C1N2
ENSG00000106078	H7C2C4
ENSG00000106078	J3KR05
ENSG00000106078	O75128
ENSG00000106080	F8WBZ0
ENSG00000106080	H7C1Z9
ENSG00000106080	Q9NWM8
ENSG00000106086	A0A087X1S6
ENSG00000106086	B5MDU3
ENSG00000106086	J3KQS5
ENSG00000106086	Q96JA3
ENSG00000106089	A0A0C4DFZ1
ENSG00000106089	A8MZ54
ENSG00000106089	Q16623
ENSG00000106100	A0A1B0GX71
ENSG00000106100	C9J8X8
ENSG00000106100	G3XAL1
ENSG00000106100	Q9Y239
ENSG00000106105	F8WCK4
ENSG00000106105	H7C443
ENSG00000106105	P41250
ENSG00000106113	C9JZM9
ENSG00000106113	F2Z2M6
ENSG00000106113	Q13324
ENSG00000106123	A0A087WTE3
ENSG00000106123	A0A087WYP8
ENSG00000106123	A0A087WZL4
ENSG00000106123	F8WCM8
ENSG00000106123	J3KQU5
ENSG00000106123	O15197
ENSG00000106144	A0A087WYM1
ENSG00000106144	C9JRR9
ENSG00000106144	P42575
ENSG00000106153	Q9Y6H1
ENSG00000106211	C9J3N8
ENSG00000106211	F8WE04
ENSG00000106211	P04792
ENSG00000106236	P47972
ENSG00000106244	F8WBW6
ENSG00000106244	Q13442
